indicator_id,period,period_end,value,unit,value_text,source_name,source_url,notes
TOOLS_TMO_PHARMA,2025-Q4,2025-12-31,,pct,High single-digit growth in Q4; mid-single-digit for FY2025; customer sentiment 'quite positive',Investing.com TMO Q4 2025 transcript,https://www.investing.com/news/transcripts/earnings-call-transcript-thermo-fisher-q4-2025-earnings-beat-forecasts-93CH-4480924,Global end market
TOOLS_TMO_PHARMA,2026-Q1,2026-03-28,,pct,Mid-single-digit growth; bioproduction; clinical research; research & safety market channel,Motley Fool TMO Q1 2026 transcript,https://www.fool.com/earnings/call-transcripts/2026/04/23/thermo-fisher-tmo-q1-2026-earnings-transcript/,Global end market
TOOLS_TMO_PHARMA,2026-Q2,2026-06-27,,pct,Mid-single-digit growth,Yahoo Finance TMO Q2 2026 call highlights,https://finance.yahoo.com/markets/stocks/articles/thermo-fisher-scientific-q2-earnings-020526199.html,Global end market
TOOLS_WAT_ACADGOV,2025-Q1,2025-03-31,3,pct,Academic & government +3% cc,Waters Q1 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-First-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_ACADGOV,2025-Q2,2025-06-30,-3,pct,A&G declined 3% cc; better than expected,Waters Q2 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-Second-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_ACADGOV,2025-Q3,2025-09-30,1,pct,A&G +1% cc,Waters Q3 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-Third-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_ACADGOV,2025-Q4,2025-12-31,-3,pct,A&G declined 3%,Motley Fool Waters Q4 2025 transcript,https://www.fool.com/earnings/call-transcripts/2026/02/12/waters-wat-q4-2025-earnings-call-transcript/,Global cc
TOOLS_WAT_ACADGOV,2026-Q1,2026-03-31,18,pct,A&G grew high teens (18%); strength in Europe and high-resolution MS portfolio,Motley Fool Waters Q1 2026 transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/waters-wat-q1-2026-earnings-transcript/,Global cc; Europe-led not US
TOOLS_WAT_ACADGOV,2026-Q2,2026-06-30,,pct,Low-double-digit growth in A&G (ASD; cc); previously lagging customer segments returning to growth,Waters Q2 2026 8-K Ex.99.1,https://www.sec.gov/Archives/edgar/data/0001000697/000119312526331413/d163377dex991.htm,ASD; global cc
TOOLS_WAT_GUIDE,FY2026,2026-12-31,8,pct,Organic cc growth 7%-9%; raised 2026-08-04. History: 5.5%-7% standalone (2026-02-09); 6.5%-8.0% (2026-05-05),Waters Q2 2026 8-K Ex.99.1,https://www.sec.gov/Archives/edgar/data/0001000697/000119312526331413/d163377dex991.htm,Excludes acquired BD businesses (guided at $3.045bn reported)
TOOLS_WAT_INSTR,2025-Q1,2025-03-31,11,pct,Instruments +11% cc; Pharma and Industrial momentum,Waters Q1 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-First-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_INSTR,2025-Q2,2025-06-30,,pct,Mid-single-digit instrument growth cc; LC & MS high single digits,Waters Q2 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-Second-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_INSTR,2025-Q3,2025-09-30,6,pct,Instruments +6% cc; LC & MS high single digits; TA returned to growth,Waters Q3 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-Third-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_INSTR,2025-Q4,2025-12-31,3,pct,Instruments +3% cc; LC-MS high single digits offset by TA and Empower move to subscription,Waters Q4 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2026/Waters-Corporation-NYSE-WAT-Reports-Fourth-Quarter-and-Full-Year-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_INSTR,2026-Q1,2026-03-31,,pct,High-single-digit instrument growth within Analytical Sciences Division,Waters Q1 2026 press release,https://ir.waters.com/News--Events/newsroom/news-details/2026/Waters-Corporation-NYSE-WAT-Reports-First-Quarter-2026-Financial-Results/default.aspx,ASD only (legacy Waters); cc
TOOLS_WAT_INSTR,2026-Q2,2026-06-30,8,pct,ASD instrument growth 8%; chemistry consumables double digits,Waters Q2 2026 8-K Ex.99.1,https://www.sec.gov/Archives/edgar/data/0001000697/000119312526331413/d163377dex991.htm,ASD only; cc
TOOLS_WAT_ORGANIC,2025-Q1,2025-03-31,7,pct,Sales $662M; +4% reported; +7% constant currency,Waters Q1 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-First-Quarter-2025-Financial-Results/default.aspx,Global cc; period_end is calendar quarter-end
TOOLS_WAT_ORGANIC,2025-Q2,2025-06-30,8,pct,Sales $771M; +9% reported; +8% cc,Waters Q2 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-Second-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_ORGANIC,2025-Q3,2025-09-30,8,pct,Sales $800M; +8% reported; +8% cc; recurring +9% cc,Waters Q3 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-Third-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_ORGANIC,2025-Q4,2025-12-31,6,pct,Sales $932M; +7% reported; +6% cc,Waters Q4 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2026/Waters-Corporation-NYSE-WAT-Reports-Fourth-Quarter-and-Full-Year-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_ORGANIC,2026-Q1,2026-03-31,11,pct,Organic revenue $747M vs $662M; +13% reported; +11% cc; beat top of guide by 200bp,Waters Q1 2026 press release,https://ir.waters.com/News--Events/newsroom/news-details/2026/Waters-Corporation-NYSE-WAT-Reports-First-Quarter-2026-Financial-Results/default.aspx,Organic excludes acquired BD Biosciences & Diagnostic Solutions ($520M owned-period; deal closed 2026-02-09)
TOOLS_WAT_ORGANIC,2026-Q2,2026-06-30,9,pct,Organic revenue $828M; +9% cc; plus $817M acquired BD businesses; total $1.645bn,Waters Q2 2026 8-K Ex.99.1,https://www.sec.gov/Archives/edgar/data/0001000697/000119312526331413/d163377dex991.htm,Organic cc excludes acquired businesses
TOOLS_WAT_PHARMA,2025-Q1,2025-03-31,8,pct,Pharma +8% cc,Waters Q1 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-First-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_PHARMA,2025-Q2,2025-06-30,11,pct,Pharma +11% cc,Waters Q2 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-Second-Quarter-2025-Financial-Results/default.aspx,Global cc
TOOLS_WAT_PHARMA,2025-Q3,2025-09-30,11,pct,Pharma +11% cc; all major regions high single digits+; Americas and Asia low double digits,Waters Q3 2025 press release,https://ir.waters.com/News--Events/newsroom/news-details/2025/Waters-Corporation-NYSE-WAT-Reports-Third-Quarter-2025-Financial-Results/default.aspx,Global cc; Americas LDD
TOOLS_WAT_PHARMA,2025-Q4,2025-12-31,7,pct,Pharma +7% cc (high single digit),Motley Fool Waters Q4 2025 transcript,https://www.fool.com/earnings/call-transcripts/2026/02/12/waters-wat-q4-2025-earnings-call-transcript/,Global cc
TOOLS_WAT_PHARMA,2026-Q1,2026-03-31,14,pct,Pharma grew mid-teens (14%),Motley Fool Waters Q1 2026 transcript,https://www.fool.com/earnings/call-transcripts/2026/05/05/waters-wat-q1-2026-earnings-transcript/,Global cc
TOOLS_WAT_PHARMA,2026-Q2,2026-06-30,,pct,Low-double-digit growth in Pharma (ASD; cc),Waters Q2 2026 8-K Ex.99.1,https://www.sec.gov/Archives/edgar/data/0001000697/000119312526331413/d163377dex991.htm,ASD; global cc
